invoiceID,orderHeaderID,invoice_date,due_date,total_amount
10554,26692,2022-04-20,2022-05-16,6379.37
10555,10532,2022-11-18,2022-12-22,3431.83
10556,10932,2024-06-18,2024-07-09,1511.37
10557,28853,2023-12-15,2024-01-10,8866.5
10558,7634,2022-03-25,2022-04-16,576.84
10559,17872,2024-08-13,2024-09-17,7187.89
10560,24233,2023-01-11,2023-02-09,1443.44
10561,5010,2024-12-12,2024-12-28,6391.87
10562,26134,2023-08-09,2023-09-23,6653.38
10563,2114,2022-04-10,2022-05-05,8052.38
10564,1045,2022-05-09,2022-06-16,3980.5
10565,13924,2024-07-06,2024-08-10,266.87
10566,2432,2022-08-07,2022-08-26,8119.94
10567,24364,2023-04-22,2023-05-29,4468.48
10568,13927,2022-01-22,2022-02-11,8478.54
10569,1583,2023-07-14,2023-08-16,7771.05
10570,14375,2023-09-21,2023-11-04,5008.15
10571,1309,2024-10-15,2024-11-12,9994.02
10572,21302,2022-12-05,2022-12-26,4647.65
10573,8794,2022-06-28,2022-07-24,6980.22
10574,1621,2023-02-25,2023-04-10,6714.55
10575,29457,2024-10-03,2024-11-03,5204.76
10576,23888,2022-02-18,2022-03-08,5874.24
10577,29884,2024-02-06,2024-03-11,7996.16
10578,4767,2022-01-30,2022-03-07,5737.55
10579,21747,2022-03-26,2022-05-01,4528.98
10580,5193,2024-02-28,2024-03-23,6637.72
10581,6623,2022-11-25,2023-01-02,403.31
10582,6094,2023-09-02,2023-10-14,1136.48
10583,23089,2023-03-10,2023-03-25,1297.99
10584,16485,2023-08-11,2023-09-23,4286.39
10585,23042,2023-11-21,2023-12-28,8724.16
10586,22260,2023-03-01,2023-04-14,6450.78
10587,20656,2024-02-09,2024-02-27,9727.55
10588,238,2023-05-27,2023-06-23,447.41
10589,23611,2024-10-08,2024-10-28,7233.97
10590,24417,2023-07-18,2023-08-27,3176.31
10591,21603,2022-10-30,2022-11-28,281.69
10592,20410,2022-04-09,2022-05-07,8267.97
10593,11111,2023-07-11,2023-08-19,1668.8
10594,6074,2022-02-11,2022-02-28,2180.05
10595,2543,2024-09-17,2024-10-25,3437.64
10596,15283,2023-04-13,2023-05-16,7894.15
10597,10196,2023-03-16,2023-04-05,6264.68
10598,1538,2022-11-23,2022-12-09,2685.37
10599,17139,2023-07-23,2023-08-15,1726.47
10600,11561,2022-02-02,2022-03-18,1140.0
10601,26835,2023-02-16,2023-03-15,1540.67
10602,13435,2024-03-22,2024-04-23,8688.04
10603,7397,2023-05-23,2023-06-18,9230.7
10604,28242,2022-02-25,2022-04-01,9681.18
10605,24208,2023-06-30,2023-08-05,8355.58
10606,21892,2022-07-15,2022-08-02,8879.53
10607,20620,2023-02-17,2023-03-31,8170.23
10608,16925,2023-09-29,2023-11-05,9582.65
10609,21895,2024-01-12,2024-02-24,8464.23
10610,24846,2022-05-17,2022-06-07,4646.93
10611,24311,2023-06-23,2023-07-19,3266.38
10612,5132,2023-11-20,2023-12-27,5862.91
10613,28037,2023-12-20,2024-01-14,6101.42
10614,27985,2024-07-21,2024-08-11,5770.4
10615,8698,2022-11-02,2022-12-15,7081.93
10616,17514,2023-01-23,2023-03-04,7004.82
10617,10272,2023-12-26,2024-02-05,917.58
10618,3146,2024-07-03,2024-07-27,2890.95
10619,27819,2023-07-03,2023-07-26,8904.11
10620,29765,2023-05-21,2023-06-06,5920.85
10621,13101,2023-01-23,2023-02-11,3318.82
10622,24938,2022-10-20,2022-11-13,8512.06
10623,20105,2022-06-28,2022-08-06,2527.97
10624,26033,2023-11-03,2023-12-15,4121.54
10625,29601,2022-03-21,2022-05-03,2798.73
10626,4068,2024-11-03,2024-12-01,8719.93
10627,4196,2024-12-13,2025-01-23,7296.47
10628,26258,2023-03-23,2023-04-22,4629.25
10629,9245,2024-02-05,2024-03-17,9326.39
10630,7282,2024-12-24,2025-01-09,9278.08
10631,2510,2023-05-18,2023-06-20,7129.67
10632,21401,2023-07-24,2023-08-30,8925.34
10633,15503,2022-04-06,2022-04-29,7207.96
10634,6534,2023-08-08,2023-09-05,6300.71
10635,21112,2022-09-05,2022-10-04,4236.79
10636,17066,2022-05-07,2022-06-09,2771.02
10637,14671,2023-05-14,2023-06-28,649.56
10638,3933,2022-02-15,2022-03-27,8018.66
10639,14596,2024-09-08,2024-09-30,1265.52
10640,26706,2022-09-25,2022-11-05,4132.97
10641,13042,2022-04-04,2022-05-03,2384.61
10642,5561,2024-01-06,2024-01-28,4573.53
10643,4017,2023-09-04,2023-10-16,3184.09
10644,23724,2022-03-12,2022-03-30,8305.45
10645,27879,2023-08-16,2023-09-26,9782.88
10646,720,2023-03-25,2023-05-07,9418.47
10647,75,2023-09-12,2023-10-02,6242.58
10648,25870,2023-09-06,2023-10-01,9793.8
10649,26499,2022-04-01,2022-04-27,4037.19
10650,20542,2024-05-26,2024-07-03,5248.75
10651,13162,2023-06-12,2023-07-24,2605.66
10652,24896,2024-02-14,2024-03-08,8984.93
10653,2150,2023-11-03,2023-12-05,1838.11
10654,26029,2024-02-04,2024-03-06,6124.35
10655,29546,2022-12-27,2023-01-31,8004.57
10656,14034,2023-01-13,2023-02-22,5974.22
10657,26132,2022-12-11,2022-12-28,833.81
10658,23098,2024-03-08,2024-04-18,6133.9
10659,4208,2023-03-31,2023-04-27,7682.44
10660,27609,2024-06-26,2024-07-16,1918.89
10661,23526,2022-03-08,2022-04-19,7382.68
10662,25037,2024-09-13,2024-10-11,8791.85
10663,15044,2024-09-05,2024-10-16,9865.26
10664,9079,2022-02-12,2022-02-27,4130.09
10665,11726,2022-08-17,2022-09-28,300.37
10666,3937,2022-08-22,2022-10-02,4219.84
10667,9308,2023-05-12,2023-05-30,6619.27
10668,17460,2024-04-27,2024-06-02,8919.08
10669,20261,2024-11-21,2024-12-23,9384.15
10670,4616,2022-04-23,2022-05-18,9100.28
10671,29484,2024-08-30,2024-09-24,6596.7
10672,7266,2023-04-04,2023-04-26,6841.1
10673,22764,2022-01-06,2022-01-24,73.72
10674,10117,2024-09-18,2024-10-04,3669.13
10675,15734,2023-05-09,2023-05-24,9073.22
10676,13893,2022-03-12,2022-04-19,6911.7
10677,25503,2024-07-27,2024-08-20,4705.81
10678,4653,2023-11-05,2023-12-06,1087.31
10679,23177,2024-11-22,2024-12-13,2500.85
10680,10474,2022-05-23,2022-06-13,5571.48
10681,9248,2024-01-06,2024-02-02,8980.14
10682,23841,2023-12-27,2024-02-01,1003.33
10683,21059,2022-08-05,2022-09-12,1579.87
10684,16926,2023-03-10,2023-04-19,6567.3
10685,2162,2024-04-13,2024-04-28,2976.79
10686,18636,2024-12-13,2025-01-24,1738.55
10687,25629,2023-12-21,2024-01-05,1825.44
10688,20954,2024-07-30,2024-08-26,4951.5
10689,19129,2024-06-25,2024-07-10,5858.26
10690,14589,2024-09-21,2024-10-11,9048.28
10691,12062,2022-02-24,2022-04-02,5321.68
10692,29577,2024-11-24,2025-01-03,6928.17
10693,6042,2024-05-10,2024-06-18,1847.83
10694,12674,2024-10-03,2024-10-27,7148.93
10695,28734,2023-07-20,2023-08-24,6504.5
10696,29187,2024-02-10,2024-02-25,2201.01
10697,29102,2024-05-27,2024-07-05,6710.31
10698,21060,2024-04-03,2024-04-22,2154.35
10699,1561,2023-05-29,2023-07-04,5956.1
10700,11955,2024-05-11,2024-06-19,6705.05
10701,17549,2023-02-26,2023-03-14,6948.84
10702,15079,2023-06-01,2023-07-15,9097.2
10703,5420,2023-12-06,2023-12-23,9480.98
10704,2723,2024-03-19,2024-05-02,8111.47
10705,10551,2022-02-13,2022-03-22,8793.54
10706,16855,2024-05-07,2024-05-24,242.32
10707,25993,2024-03-11,2024-04-25,3658.55
10708,1469,2022-08-07,2022-09-08,445.24
10709,24310,2023-07-22,2023-08-28,2287.21
10710,809,2024-06-26,2024-07-18,3848.16
10711,24748,2022-09-15,2022-10-08,8682.38
10712,6720,2024-08-18,2024-09-03,5141.95
10713,28703,2024-06-11,2024-07-24,6506.17
10714,16364,2022-10-16,2022-11-01,3660.02
10715,28719,2024-08-29,2024-10-09,6049.01
10716,28802,2022-04-13,2022-05-13,8164.59
10717,10592,2024-03-14,2024-04-04,3047.35
10718,5074,2024-11-15,2024-12-29,9325.95
10719,8013,2022-10-29,2022-12-13,2172.47
10720,18030,2024-12-14,2025-01-01,9197.05
10721,13893,2022-02-25,2022-03-16,331.56
10722,8250,2024-10-11,2024-10-26,5450.39
10723,17514,2023-01-09,2023-02-23,9852.47
10724,15148,2024-04-10,2024-05-16,6117.3
10725,17738,2024-07-08,2024-08-01,5570.87
10726,768,2023-04-02,2023-04-29,6840.58
10727,3896,2022-05-12,2022-06-19,2928.56
10728,25259,2023-05-08,2023-06-18,586.46
10729,19839,2022-04-20,2022-05-19,2548.09
10730,10201,2023-08-05,2023-08-20,1803.66
10731,7330,2024-03-06,2024-04-07,9239.51
10732,15333,2024-03-20,2024-04-26,8530.01
10733,14622,2024-06-04,2024-07-02,3211.25
10734,11335,2024-02-12,2024-03-15,8368.89
10735,18175,2024-07-25,2024-09-02,2156.94
10736,26054,2023-07-27,2023-09-01,2035.81
10737,886,2024-03-19,2024-04-14,7686.98
10738,7735,2024-05-28,2024-06-23,3302.96
10739,3907,2024-10-29,2024-11-17,694.69
10740,4493,2023-02-17,2023-03-10,7213.87
10741,9731,2024-04-09,2024-05-19,9896.53
10742,2074,2023-07-20,2023-08-27,5681.48
10743,16697,2022-04-14,2022-05-11,2673.49
10744,6270,2023-11-08,2023-12-01,3760.41
10745,21702,2024-08-02,2024-08-22,6504.06
10746,17195,2022-09-27,2022-11-01,7028.73
10747,26812,2023-04-11,2023-05-02,8869.01
10748,6842,2024-03-11,2024-04-12,9092.91
10749,27434,2024-10-01,2024-10-30,8619.72
10750,10956,2022-08-22,2022-09-13,6502.48
10751,2033,2024-07-01,2024-08-12,4526.03
10752,9700,2024-11-21,2024-12-25,6809.09
10753,12738,2022-12-23,2023-01-22,6682.33
10754,10763,2024-08-21,2024-09-21,2218.93
10755,26471,2022-04-04,2022-04-21,5100.16
10756,7130,2022-09-01,2022-09-28,2121.74
10757,19090,2022-02-27,2022-03-22,8996.28
10758,8789,2024-08-22,2024-09-25,3266.32
10759,2148,2022-11-16,2022-12-15,8063.99
10760,616,2024-11-08,2024-12-18,3803.41
10761,948,2022-12-23,2023-02-01,7649.17
10762,5678,2022-04-27,2022-06-10,2248.08
10763,21036,2022-10-23,2022-12-03,7649.25
10764,28950,2023-06-09,2023-07-09,1836.34
10765,28341,2023-02-05,2023-03-07,4933.63
10766,7867,2024-01-09,2024-02-11,1180.59
10767,2014,2023-06-13,2023-07-01,5302.59
10768,20082,2023-07-11,2023-08-13,8216.11
10769,16875,2023-07-04,2023-08-06,7567.69
10770,20735,2022-12-26,2023-01-11,554.62
10771,18813,2022-03-05,2022-03-25,4947.17
10772,4988,2024-02-04,2024-03-02,8529.64
10773,8734,2024-02-13,2024-03-13,6518.53
10774,9480,2023-09-16,2023-10-10,639.05
10775,9826,2022-04-12,2022-05-18,3290.04
10776,21305,2023-07-15,2023-08-08,5588.04
10777,2927,2024-11-12,2024-11-30,1767.88
10778,25929,2024-04-23,2024-05-21,6835.04
10779,7283,2024-12-23,2025-01-14,6366.72
10780,15636,2024-04-18,2024-05-08,2064.32
10781,15848,2023-11-12,2023-12-08,5526.46
10782,20761,2023-10-07,2023-10-29,8126.6
10783,9491,2023-02-03,2023-02-23,3779.53
10784,21253,2023-02-09,2023-03-10,2507.52
10785,6987,2024-04-05,2024-05-18,7027.14
10786,6863,2023-10-09,2023-11-17,754.5
10787,12160,2022-02-04,2022-03-09,8335.1
10788,4424,2023-02-24,2023-03-24,9437.42
10789,10451,2023-01-12,2023-01-29,9649.63
10790,23255,2022-08-08,2022-09-09,4353.76
10791,29595,2023-11-28,2023-12-22,6250.87
10792,29224,2022-12-08,2023-01-05,8580.78
10793,8160,2024-01-23,2024-02-20,2273.07
10794,2074,2023-02-20,2023-03-28,325.64
10795,22555,2024-07-26,2024-08-16,3876.43
10796,17086,2024-10-03,2024-10-24,8849.49
10797,10112,2023-11-11,2023-12-16,5075.47
10798,24498,2024-01-18,2024-02-23,5325.68
10799,6826,2024-03-16,2024-04-22,6930.17
10800,10653,2022-11-08,2022-12-03,5766.45
10801,12455,2022-02-24,2022-03-28,592.04
10802,24252,2023-11-25,2023-12-19,5630.56
10803,20649,2023-06-18,2023-07-17,6497.19
10804,7969,2022-04-15,2022-05-29,6433.88
10805,24531,2022-10-21,2022-11-16,7297.02
10806,12517,2024-05-29,2024-07-05,5223.21
10807,14291,2023-07-05,2023-08-05,9005.59
10808,7777,2024-06-29,2024-08-04,4669.39
10809,8559,2023-01-10,2023-02-17,5205.96
10810,8720,2023-03-26,2023-05-08,7814.04
10811,4887,2024-12-19,2025-01-19,8340.69
10812,28295,2024-03-22,2024-04-06,6501.2
10813,28186,2023-01-25,2023-02-14,1307.41
10814,20320,2023-10-29,2023-12-03,3352.92
10815,4620,2022-05-21,2022-06-19,250.55
10816,21576,2024-05-23,2024-06-25,2989.73
10817,13957,2024-04-22,2024-05-20,5723.93
10818,10346,2023-08-20,2023-09-13,8062.05
10819,6876,2024-08-09,2024-09-21,5877.22
10820,10101,2023-07-06,2023-07-30,446.95
10821,27589,2023-01-08,2023-02-14,2628.11
10822,7857,2023-10-10,2023-10-31,5801.71
10823,5402,2022-11-29,2022-12-20,7105.02
10824,28805,2023-01-28,2023-02-25,8671.22
10825,3023,2023-01-30,2023-02-28,9678.07
10826,11676,2022-02-04,2022-03-12,8923.28
10827,10913,2022-06-06,2022-07-10,4699.91
10828,5739,2024-06-22,2024-07-15,7481.95
10829,15127,2024-08-24,2024-10-05,2443.25
10830,22369,2023-01-31,2023-03-01,685.12
10831,1771,2022-07-26,2022-08-18,597.94
10832,12306,2023-09-13,2023-10-20,2450.99
10833,9970,2024-03-15,2024-04-05,423.53
10834,12405,2023-04-07,2023-05-15,8510.21
10835,8990,2022-09-09,2022-10-04,4924.71
10836,3216,2024-05-16,2024-06-04,8118.46
10837,11981,2022-07-28,2022-09-07,9401.99
10838,6695,2024-08-12,2024-09-04,9939.38
10839,19361,2023-06-23,2023-07-13,9374.78
10840,20122,2024-04-14,2024-05-05,7179.74
10841,26288,2023-05-18,2023-06-29,4447.7
10842,17137,2024-08-13,2024-09-19,5999.95
10843,10662,2023-05-29,2023-07-07,8174.14
10844,28546,2023-08-03,2023-09-09,8980.67
10845,1393,2024-04-19,2024-05-17,9566.86
10846,6790,2024-09-12,2024-10-15,7319.53
10847,27182,2022-03-24,2022-04-29,5422.54
10848,14386,2024-12-01,2025-01-06,9685.3
10849,17062,2022-06-05,2022-06-30,9588.32
10850,106,2023-03-29,2023-05-10,4801.65
10851,11480,2023-09-09,2023-09-30,6504.15
10852,21138,2023-09-16,2023-10-06,8102.21
10853,1947,2023-05-22,2023-06-09,4359.14
10854,5545,2023-09-14,2023-10-12,8302.31
10855,17480,2022-10-20,2022-11-25,1158.98
10856,13276,2023-10-17,2023-11-03,4837.46
10857,6986,2024-07-25,2024-08-25,4851.99
10858,1783,2024-01-27,2024-02-25,6862.34
10859,20926,2024-09-22,2024-10-07,1208.31
10860,19642,2023-10-29,2023-12-03,1076.94
10861,6214,2022-03-01,2022-03-26,9010.92
10862,26574,2022-11-23,2022-12-20,3072.23
10863,14486,2024-03-09,2024-04-22,3302.88
10864,15606,2024-02-24,2024-04-02,7779.77
10865,4870,2024-02-06,2024-02-23,4178.34
10866,17946,2023-06-03,2023-06-30,8337.59
10867,20391,2023-09-30,2023-11-01,4044.61
10868,9868,2022-03-24,2022-05-01,7617.97
10869,25699,2022-01-28,2022-02-20,5276.83
10870,3982,2022-09-23,2022-11-01,9361.49
10871,9494,2023-02-01,2023-02-17,3307.52
10872,5683,2024-08-19,2024-09-30,3658.77
10873,5783,2024-02-02,2024-02-24,9701.37
10874,17328,2024-09-06,2024-09-22,7388.37
10875,20935,2024-03-21,2024-04-27,7737.05
10876,29800,2023-08-04,2023-09-11,2994.97
10877,9138,2023-09-03,2023-09-18,5343.84
10878,16985,2022-07-12,2022-08-19,3169.73
10879,27277,2022-08-15,2022-09-29,2635.7
10880,13013,2023-03-27,2023-04-13,5375.65
10881,22761,2024-07-20,2024-09-01,9878.22
10882,25994,2023-10-17,2023-11-17,2185.5
10883,1525,2022-07-22,2022-08-12,2463.07
10884,20151,2023-02-06,2023-03-02,2469.13
10885,16635,2023-04-17,2023-05-20,7927.44
10886,26121,2024-06-08,2024-07-16,5129.3
10887,79,2022-06-28,2022-07-21,3878.44
10888,3124,2024-11-07,2024-12-09,8445.71
10889,25474,2023-04-08,2023-05-07,3010.03
10890,7065,2024-04-14,2024-05-15,3952.57
10891,13069,2023-09-01,2023-10-09,782.52
10892,8418,2024-07-14,2024-08-23,1233.16
10893,13363,2024-07-24,2024-08-29,1410.47
10894,1210,2022-10-27,2022-12-06,3502.4
10895,5154,2022-12-17,2023-01-17,5264.65
10896,4899,2022-07-06,2022-08-08,57.41
10897,29414,2023-09-15,2023-10-08,1939.83
10898,18563,2022-03-12,2022-04-20,1797.72
10899,10872,2022-11-05,2022-11-25,2570.8
10900,7611,2022-06-26,2022-07-29,1702.51
10901,11078,2023-03-03,2023-03-25,1991.53
10902,27383,2024-01-10,2024-01-30,9839.61
10903,15792,2023-06-15,2023-07-16,5967.57
10904,25280,2023-02-22,2023-03-14,7638.8
10905,2545,2022-09-05,2022-10-02,8202.47
10906,5523,2022-07-28,2022-09-01,6693.42
10907,2371,2022-08-04,2022-09-11,7055.6
10908,19666,2023-12-14,2024-01-26,6341.22
10909,4711,2023-03-14,2023-03-30,6511.27
10910,329,2022-11-07,2022-12-03,9288.07
10911,13684,2023-01-18,2023-02-08,1898.1
10912,5580,2024-09-07,2024-09-27,2783.56
10913,20613,2022-05-01,2022-06-01,977.92
10914,13123,2023-02-11,2023-03-25,8381.38
10915,6795,2022-09-02,2022-09-24,4515.12
10916,121,2022-03-07,2022-03-27,9075.69
10917,6750,2024-07-30,2024-09-11,4146.17
10918,13764,2022-08-16,2022-09-30,4454.01
10919,17349,2024-05-31,2024-07-03,4511.15
10920,20609,2022-05-17,2022-06-21,6144.31
10921,15451,2022-07-13,2022-08-19,7672.93
10922,3676,2023-12-07,2023-12-30,3545.36
10923,22079,2023-10-20,2023-11-23,6320.15
10924,18461,2023-10-19,2023-11-30,2079.48
10925,23250,2024-07-18,2024-08-31,5562.77
10926,5644,2023-07-10,2023-08-09,5488.52
10927,24909,2024-08-15,2024-09-16,8892.72
10928,11561,2024-11-05,2024-12-08,8963.66
10929,21634,2022-02-21,2022-03-14,4897.75
10930,17701,2023-05-29,2023-06-20,294.76
10931,17581,2024-01-14,2024-02-18,8453.99
10932,15384,2024-12-20,2025-02-03,56.19
10933,3171,2023-11-23,2024-01-07,4808.62
10934,26006,2023-06-27,2023-07-30,246.91
10935,356,2023-02-14,2023-03-01,3558.28
10936,28811,2022-06-04,2022-07-14,6385.81
10937,9719,2023-09-25,2023-10-22,3743.45
10938,28474,2022-02-20,2022-03-07,9272.57
10939,29870,2024-10-20,2024-11-14,6425.6
10940,29,2024-09-20,2024-10-06,6482.12
10941,29603,2023-06-08,2023-07-13,3775.65
10942,14832,2022-12-21,2023-01-07,433.51
10943,17398,2024-12-04,2024-12-31,7394.89
10944,10895,2024-03-12,2024-04-02,7176.64
10945,9020,2024-04-19,2024-05-05,5324.74
10946,12639,2022-09-13,2022-09-29,4191.87
10947,14890,2022-09-05,2022-09-22,5406.25
10948,2025,2023-06-17,2023-07-14,7480.81
10949,24875,2022-02-10,2022-03-08,7142.22
10950,5840,2024-02-29,2024-03-15,6598.19
10951,26442,2022-07-14,2022-08-15,9042.58
10952,28593,2024-12-30,2025-01-18,6118.39
10953,13504,2022-11-04,2022-12-07,194.37
10954,22176,2022-03-17,2022-05-01,6199.74
10955,10304,2024-02-26,2024-04-07,6144.96
10956,17139,2024-03-05,2024-03-29,742.88
10957,25346,2022-08-18,2022-09-07,4305.91
10958,20120,2022-03-26,2022-04-27,6528.41
10959,17623,2023-02-01,2023-03-02,7059.79
10960,29506,2022-08-03,2022-08-31,8935.84
10961,26790,2024-10-21,2024-11-28,8421.74
10962,1907,2023-01-12,2023-02-11,1209.69
10963,7400,2023-02-16,2023-03-06,6107.41
10964,7962,2024-03-10,2024-04-12,5984.99
10965,26141,2023-02-14,2023-03-21,3072.29
10966,25795,2022-08-04,2022-09-17,1881.85
10967,20986,2024-01-22,2024-02-13,2035.11
10968,25934,2022-12-15,2023-01-23,1816.6
10969,12032,2024-04-10,2024-04-25,8072.32
10970,15129,2023-10-16,2023-11-19,1526.51
10971,15664,2024-10-18,2024-11-23,2680.7
10972,1461,2024-11-30,2025-01-05,2216.99
10973,15683,2022-01-03,2022-01-30,7142.93
10974,24054,2024-12-18,2025-01-10,1626.04
10975,15194,2024-01-10,2024-01-25,289.45
10976,28562,2023-02-11,2023-03-12,3773.54
10977,17801,2022-01-18,2022-03-02,3085.69
10978,11046,2024-01-21,2024-02-19,4007.16
10979,7767,2023-08-09,2023-09-06,7550.47
10980,29845,2024-06-06,2024-06-25,173.05
10981,29433,2022-11-28,2023-01-07,425.19
10982,29505,2024-10-09,2024-11-09,2593.66
10983,17813,2022-06-18,2022-07-08,8897.62
10984,4379,2024-02-15,2024-03-09,1732.29
10985,7530,2024-04-28,2024-06-12,9970.53
10986,20859,2024-07-29,2024-09-01,8066.64
10987,28870,2022-07-25,2022-09-03,4588.56
10988,27639,2023-06-05,2023-07-15,7491.23
10989,3072,2024-10-14,2024-11-22,5212.21
10990,16940,2022-10-31,2022-12-03,5681.62
10991,24932,2022-04-25,2022-06-05,5828.68
10992,17948,2023-10-26,2023-12-02,6504.77
10993,11693,2022-03-28,2022-05-02,654.6
10994,1041,2024-01-13,2024-02-22,6184.16
10995,2687,2023-03-04,2023-04-04,7183.64
10996,12667,2023-03-26,2023-04-16,3141.7
10997,29352,2024-02-25,2024-03-18,9786.86
10998,2554,2023-12-16,2024-01-14,1487.23
10999,1780,2022-01-02,2022-01-22,9108.9
11000,13187,2024-01-13,2024-01-28,6780.67
11001,16460,2022-04-20,2022-05-13,6659.93
11002,20711,2023-11-10,2023-12-01,8766.43
11003,22220,2023-01-06,2023-02-19,8325.71
11004,5058,2024-06-08,2024-07-14,3487.07
11005,27896,2023-08-22,2023-09-25,7068.43
11006,18734,2024-11-11,2024-12-14,553.5
11007,19158,2023-12-23,2024-01-10,4666.98
11008,2263,2022-11-01,2022-11-16,9380.88
11009,19614,2024-07-12,2024-08-04,2777.19
11010,10309,2024-04-15,2024-05-01,547.21
11011,16777,2023-03-22,2023-04-21,5850.3
11012,17493,2024-07-20,2024-08-05,3583.24
11013,20747,2022-10-05,2022-10-22,3827.85
11014,5189,2023-01-12,2023-02-09,5845.45
11015,8803,2022-08-20,2022-09-16,6234.81
11016,29681,2023-08-15,2023-09-15,4401.35
11017,5058,2023-03-02,2023-03-26,5100.11
11018,27352,2024-12-14,2024-12-31,9932.89
11019,3999,2023-03-17,2023-04-04,9573.62
11020,8865,2022-02-03,2022-03-14,7087.8
11021,22951,2022-11-25,2022-12-14,1656.72
11022,3678,2024-04-24,2024-05-19,3631.6
11023,5797,2023-03-30,2023-04-19,8836.73
11024,14451,2024-02-03,2024-03-17,4264.48
11025,6364,2023-06-07,2023-06-22,9555.91
11026,8124,2023-04-27,2023-05-30,4908.6
11027,8223,2022-11-13,2022-12-27,8624.6
11028,24075,2022-05-02,2022-05-23,402.02
11029,13655,2023-08-04,2023-09-10,4369.93
11030,17785,2023-05-02,2023-05-26,7017.61
11031,29826,2024-11-01,2024-12-14,8642.47
11032,4072,2022-05-05,2022-05-31,6115.85
11033,8809,2023-10-21,2023-11-16,1773.96
11034,29211,2023-08-03,2023-09-17,8863.65
11035,2787,2023-12-19,2024-01-31,5769.39
11036,23554,2024-02-09,2024-02-24,1124.78
11037,871,2024-06-22,2024-07-15,4665.28
11038,4197,2023-02-10,2023-03-13,7004.49
11039,11797,2022-10-04,2022-11-10,4537.61
11040,25989,2024-07-13,2024-08-08,8714.36
11041,2740,2024-05-03,2024-06-14,4265.76
11042,941,2023-05-22,2023-06-07,5855.35
11043,341,2022-08-25,2022-09-17,2151.15
11044,27485,2024-09-20,2024-10-16,5151.23
11045,29716,2024-01-22,2024-03-04,2267.43
11046,23807,2023-05-21,2023-06-29,2290.61
11047,4134,2022-06-14,2022-07-23,2835.03
11048,17044,2024-04-25,2024-05-13,489.78
11049,10226,2023-12-29,2024-02-03,1674.93
11050,9753,2023-01-11,2023-02-23,4272.39
11051,3458,2024-11-01,2024-11-27,1354.05
11052,9849,2022-03-24,2022-04-25,1377.18
11053,19360,2023-03-07,2023-03-24,9680.92
11054,9242,2023-04-23,2023-05-29,4299.62
11055,454,2024-02-22,2024-03-08,4067.14
11056,9897,2023-01-04,2023-02-10,2713.97
11057,24569,2024-08-12,2024-09-13,5148.85
11058,21827,2022-05-21,2022-06-28,5980.85
11059,10977,2023-12-21,2024-01-25,4210.95
11060,15873,2024-10-12,2024-11-18,3968.39
11061,819,2022-10-15,2022-11-06,7019.25
11062,4869,2022-12-21,2023-01-23,9500.28
11063,16397,2022-12-09,2023-01-14,8784.33
11064,12172,2022-05-29,2022-07-10,1230.27
11065,24112,2022-07-29,2022-09-06,6540.47
11066,921,2023-10-16,2023-11-03,120.12
11067,21305,2024-09-02,2024-10-12,6349.26
11068,18803,2023-06-20,2023-07-27,4670.32
11069,9507,2024-12-08,2025-01-07,4936.57
11070,6476,2022-11-27,2023-01-11,5900.85
11071,28254,2022-12-31,2023-01-31,7439.42
11072,2018,2022-01-11,2022-02-22,7308.11
11073,7958,2023-05-24,2023-06-30,492.57
11074,16231,2023-08-03,2023-08-26,7378.12
11075,9421,2023-09-14,2023-10-24,8306.67
11076,4793,2024-06-19,2024-07-11,728.32
11077,23215,2023-12-19,2024-01-22,3263.32
11078,13238,2024-11-21,2024-12-24,7931.04
11079,18819,2022-11-23,2022-12-14,4956.41
11080,16252,2022-03-15,2022-04-27,6964.17
11081,19253,2022-09-08,2022-10-04,5048.04
11082,10708,2023-03-26,2023-04-10,9783.31
11083,1439,2024-06-24,2024-08-01,9365.12
11084,28741,2022-12-21,2023-02-03,2847.4
11085,3544,2023-06-17,2023-07-29,3889.55
11086,11368,2022-10-23,2022-11-23,4341.89
11087,18166,2022-10-25,2022-12-01,1086.83
11088,15521,2022-10-29,2022-11-18,4070.55
11089,6344,2023-05-27,2023-07-06,7759.74
11090,2264,2023-08-08,2023-09-15,8476.62
11091,10162,2023-01-09,2023-02-14,8867.02
11092,212,2022-05-12,2022-05-31,194.86
11093,25084,2024-06-28,2024-08-06,7898.62
11094,22544,2022-02-22,2022-03-28,5051.15
11095,13810,2022-08-17,2022-09-07,2101.28
11096,7028,2023-10-02,2023-11-07,5012.51
11097,332,2024-03-07,2024-04-16,8450.39
11098,23245,2024-03-01,2024-04-06,4370.78
11099,24429,2023-05-10,2023-06-20,9905.09
11100,8170,2024-05-02,2024-05-28,6186.0
11101,25127,2023-11-02,2023-11-21,4923.15
11102,22105,2024-12-30,2025-01-15,2984.15
11103,9134,2022-07-08,2022-07-26,159.96
11104,14592,2023-10-25,2023-11-25,6124.96
11105,16126,2022-01-08,2022-02-16,5796.08
11106,728,2022-11-28,2023-01-06,5192.3
11107,21360,2024-11-05,2024-11-27,5400.16
11108,11055,2023-10-28,2023-12-01,8443.05
11109,3244,2023-10-31,2023-11-19,3202.86
11110,17033,2022-06-10,2022-07-11,5525.03
11111,5096,2022-12-17,2023-01-20,6815.48
11112,13810,2022-11-13,2022-12-01,2137.7
11113,22999,2024-07-25,2024-09-08,9251.95
11114,10930,2022-01-18,2022-02-22,7384.37
